iter,h_inlet
219,5.6575903269383574e-11
220,5.6937255416100894e-11
221,5.729948840854376e-11
222,5.766260020613509e-11
223,5.8026588741279994e-11
224,5.839145191925937e-11
225,5.875718761813351e-11
226,5.912379368863694e-11
227,5.949126795407813e-11
228,5.985960821023854e-11
229,6.022881222526888e-11
230,6.059887773958951e-11
231,6.096980246578663e-11
232,6.134158408851326e-11
233,6.171422026438364e-11
234,6.208770862187726e-11
235,6.246204676123087e-11
236,6.283723225434138e-11
237,6.321326264466231e-11
238,6.359013544710149e-11
239,6.396784814792127e-11
240,6.434639820463583e-11
241,6.472578304590998e-11
242,6.510600007145558e-11
243,6.54870466519333e-11
244,6.586892012884919e-11
245,6.625161781445303e-11
246,6.66351369916375e-11
247,6.701947491383543e-11
248,6.740462880492075e-11
249,6.779059585910418e-11
250,6.817737324083389e-11
251,6.856495808469541e-11
252,6.89533474953053e-11
253,6.934253854721602e-11
254,6.97325282848094e-11
255,7.012331372220041e-11
256,7.051489184313093e-11
257,7.090725960087389e-11
258,7.130041391812889e-11
259,7.169435168692054e-11
260,7.208906976850159e-11
261,7.248456499324709e-11
262,7.288083416055825e-11
263,7.327787403875839e-11
264,7.367568136499421e-11
265,7.407425284513452e-11
266,7.447358515366893e-11
267,7.48736749336086e-11
268,7.5274518796386e-11
269,7.567611332175417e-11
270,7.607845505768565e-11
271,7.648154052027372e-11
272,7.688536619363235e-11
273,7.728992852979403e-11
274,7.76952239486145e-11
275,7.810124883766726e-11
276,7.850799955214877e-11
277,7.891547241477522e-11
278,7.932366371568608e-11
279,7.973256971234262e-11
280,8.014218662942916e-11
281,8.055251065875538e-11
282,8.096353795915384e-11
283,8.13752646563851e-11
284,8.178768684303474e-11
285,8.220080057841953e-11
286,8.26146018884843e-11
287,8.30290867657053e-11
288,8.34442511689924e-11
289,8.386009102358963e-11
290,8.42766022209781e-11
291,8.469378061877739e-11
292,8.511162204064778e-11
293,8.553012227619334e-11
294,8.594927708086245e-11
295,8.636908217585245e-11
296,8.678953324801044e-11
297,8.721062594973858e-11
298,8.763235589889511e-11
299,8.805471867869679e-11
300,8.847770983762531e-11
301,8.890132488932658e-11
302,8.932555931251996e-11
303,8.97504085508947e-11
304,9.017586801302073e-11
305,9.060193307224923e-11
306,9.102859906661626e-11
307,9.145586129875006e-11
308,9.188371503577328e-11
309,9.231215550920932e-11
310,9.2741177914885e-11
311,9.31707774128386e-11
312,9.360094912722439e-11
313,9.403168814621501e-11
314,9.446298952191323e-11
315,9.48948482702509e-11
316,9.532725937090192e-11
317,9.576021776718216e-11
318,9.61937183659606e-11
319,9.662775603756485e-11
320,9.706232561568615e-11
321,9.749742189728893e-11
322,9.79330396425165e-11
323,9.836917357460028e-11
324,9.880581837976403e-11
325,9.924296870713827e-11
326,9.968061916866164e-11
327,1.0011876433899222e-10
328,1.005573987554184e-10
329,1.0099651691776231e-10
330,1.0143611328829544e-10
331,1.0187618229164227e-10
332,1.0231671831469418e-10
333,1.0275771570651714e-10
334,1.0319916877826073e-10
335,1.036410718030721e-10
336,1.040834190160022e-10
337,1.0452620461392106e-10
338,1.0496942275542443e-10
339,1.0541306756074922e-10
340,1.0585713311168302e-10
341,1.0630161345147442e-10
342,1.0674650258475033e-10
343,1.0719179447742192e-10
344,1.0763748305660317e-10
345,1.0808356221051906e-10
346,1.0853002578842289e-10
347,1.0897686760050754e-10
348,1.0942408141781872e-10
349,1.098716609721729e-10
350,1.1031959995606585e-10
351,1.1076789202259342e-10
352,1.1121653078536149e-10
353,1.1166550981840485e-10
354,1.1211482265610343e-10
355,1.125644627930924e-10
356,1.1301442368418682e-10
357,1.134646987442904e-10
358,1.1391528134831804e-10
359,1.1436616483111084e-10
360,1.1481734248735321e-10
361,1.1526880757149301e-10
362,1.1572055329765495e-10
363,1.1617257283956597e-10
364,1.1662485933046788e-10
365,1.1707740586304147e-10
366,1.175302054893221e-10
367,1.1798325122062219e-10
368,1.1843653602745174e-10
369,1.1889005283943583e-10
370,1.1934379454524009e-10
371,1.1979775399248863e-10
372,1.2025192398768646e-10
373,1.2070629729614453e-10
374,1.211608666418963e-10
375,1.216156247076269e-10
376,1.220705641345917e-10
377,1.2252567752254348e-10
378,1.2298095742965242e-10
379,1.2343639637243492e-10
380,1.2389198682567532e-10
381,1.2434772122235128e-10
382,1.2480359195356214e-10
383,1.2525959136844945e-10
384,1.257157117741308e-10
385,1.261719454356186e-10
386,1.2662828457575335e-10
387,1.2708472137512981e-10
388,1.2754124797202145e-10
389,1.279978564623155e-10
390,1.2845453889943394e-10
391,1.2891128729427141e-10
392,1.2936809361511626e-10
393,1.2982494978758806e-10
394,1.3028184769456487e-10
395,1.307387791761126e-10
396,1.3119573602942175e-10
397,1.3165271000873198e-10
398,1.3210969282527331e-10
399,1.3256667614719026e-10
400,1.330236515994825e-10
401,1.3348061076393481e-10
402,1.339375451790502e-10
403,1.3439444633998928e-10
404,1.3485130569850024e-10
405,1.3530811466285902e-10
406,1.3576486459780148e-10
407,1.3622154682446428e-10
408,1.3667815262031937e-10
409,1.3713467321910998e-10
410,1.3759109981079453e-10
411,1.3804742354147767e-10
412,1.3850363551335865e-10
413,1.389597267846598e-10
414,1.394156883695768e-10
415,1.3987151123821553e-10
416,1.4032718631652985e-10
417,1.4078270448627078e-10
418,1.4123805658492044e-10
419,1.416932334056424e-10
420,1.4214822569721865e-10
421,1.4260302416399814e-10
422,1.4305761946584116e-10
423,1.4351200221805798e-10
424,1.4396616299136435e-10
425,1.4442009231181703e-10
426,1.4487378066077064e-10
427,1.4532721847481515e-10
428,1.4578039614573248e-10
429,1.4623330402043825e-10
430,1.466859324009325e-10
431,1.4713827154425285e-10
432,1.475903116624167e-10
433,1.4804204292238157e-10
434,1.4849345544598795e-10
435,1.4894453930991562e-10
436,1.4939528454563598e-10
437,1.4984568113936146e-10
438,1.5029571903200473e-10
439,1.5074538811912716e-10
440,1.511946782508997e-10
441,1.5164357923205028e-10
442,1.5209208082182904e-10
443,1.5254017273395944e-10
444,1.5298784463659456e-10
445,1.5343508615228016e-10
446,1.538818868579085e-10
447,1.5432823628468045e-10
448,1.547741239180645e-10
449,1.5521953919775415e-10
450,1.5566447151763723e-10
451,1.5610891022574723e-10
452,1.5655284462423457e-10
453,1.5699626396932444e-10
454,1.57439157471283e-10
455,1.578815142943829e-10
456,1.583233235568624e-10
457,1.5876457433090109e-10
458,1.5920525564257532e-10
459,1.5964535647183664e-10
460,1.6008486575246833e-10
461,1.605237723720649e-10
462,1.6096206517199337e-10
463,1.6139973294736536e-10
464,1.6183676444701153e-10
465,1.6227314837344703e-10
466,1.6270887338284833e-10
467,1.631439280850226e-10
468,1.635783010433853e-10
469,1.640119807749316e-10
470,1.6444495575020975e-10
471,1.6487721439330242e-10
472,1.6530874508179657e-10
473,1.6573953614676803e-10
474,1.6616957587275025e-10
475,1.6659885249772296e-10
476,1.6702735421308535e-10
477,1.6745506916363744e-10
478,1.678819854475634e-10
479,1.683080911164088e-10
480,1.6873337417506954e-10
481,1.6915782258176823e-10
482,1.695814242480449e-10
483,1.7000416703873766e-10
484,1.7042603877196892e-10
485,1.7084702721913403e-10
486,1.7126712010488582e-10
487,1.7168630510712608e-10
488,1.7210456985698946e-10
489,1.7252190193883867e-10
490,1.729382888902538e-10
491,1.7335371820201773e-10
492,1.7376817731811873e-10
493,1.74181653635734e-10
494,1.745941345052302e-10
495,1.7500560723015153e-10
496,1.7541605906722337e-10
497,1.7582547722634399e-10
498,1.7623384887057784e-10
499,1.7664116111616373e-10
500,1.770474010325038e-10
501,1.7745255564217172e-10
502,1.7785661192090396e-10
503,1.7825955679761166e-10
504,1.786613771543769e-10
505,1.790620598264546e-10
506,1.7946159160228345e-10
507,1.798599592234825e-10
508,1.8025714938486657e-10
509,1.8065314873444214e-10
510,1.8104794387342633e-10
511,1.8144152135624838e-10
512,1.8183386769056087e-10
513,1.82224969337252e-10
514,1.8261481271045296e-10
515,1.830033841775567e-10
516,1.833906700592237e-10
517,1.8377665662940338e-10
518,1.841613301153441e-10
519,1.8454467669761102e-10
520,1.8492668251010495e-10
521,1.853073336400747e-10
522,1.8568661612814526e-10
523,1.860645159683293e-10
524,1.8644101910804993e-10
525,1.868161114481684e-10
526,1.871897788429962e-10
527,1.8756200710033158e-10
528,1.8793278198147114e-10
529,1.8830208920124787e-10
530,1.8866991442805006e-10
531,1.8903624328385014e-10
532,1.8940106134423625e-10
533,1.8976435413843834e-10
534,1.9012610714936432e-10
535,1.904863058136253e-10
536,1.9084493552157211e-10
537,1.9120198161733073e-10
538,1.9155742939883125e-10
539,1.9191126411785167e-10
540,1.9226347098004684e-10
541,1.926140351449932e-10
542,1.9296294172622183e-10
543,1.9331017579126444e-10
544,1.936557223616901e-10
545,1.9399956641314828e-10
546,1.9434169287541475e-10
547,1.946820866324295e-10
548,1.9502073252235127e-10
549,1.9535761533759465e-10
550,1.956927198248848e-10
551,1.960260306853045e-10
552,1.9635753257433753e-10
553,1.9668721010193031e-10
554,1.9701504783253278e-10
555,1.9734103028516046e-10
556,1.9766514193344267e-10
557,1.9798736720568073e-10
558,1.983076904849043e-10
559,1.9862609610892336e-10
560,1.9894256837039726e-10
561,1.9925709151688417e-10
562,1.995696497509083e-10
563,1.998802272300187e-10
564,2.0018880806685294e-10
565,2.004953763292045e-10
566,2.007999160400816e-10
567,2.0110241117778273e-10
568,2.0140284567595295e-10
569,2.0170120342366613e-10
570,2.0199746826548247e-10
571,2.0229162400152743e-10
572,2.0258365438756544e-10
573,2.0287354313506428e-10
574,2.0316127391128222e-10
575,2.034468303393296e-10
576,2.03730195998262e-10
577,2.0401135442314517e-10
578,2.0429028910514373e-10
579,2.0456698349159703e-10
580,2.048414209861023e-10
581,2.0511358494859868e-10
582,2.0538345869544932e-10
583,2.0565102549953261e-10
584,2.059162685903212e-10
585,2.0617917115397732e-10
586,2.0643971633344134e-10
587,2.0669788722851285e-10
588,2.0695366689595924e-10
589,2.072070383495926e-10
590,2.0745798456037575e-10
591,2.07706488456512e-10
592,2.0795253292354253e-10
593,2.0819610080444993e-10
594,2.08437174899747e-10
595,2.0867573796759159e-10
596,2.0891177272387387e-10
597,2.091452618423337e-10
598,2.0937618795465536e-10
599,2.0960453365057585e-10
600,2.098302814779979e-10
601,2.1005341394308732e-10
602,2.1027391351039615e-10
603,2.104917626029629e-10
604,2.1070694360243118e-10
605,2.109194388491633e-10
606,2.1112923064235052e-10
607,2.1133630124013782e-10
608,2.115406328597334e-10
609,2.1174220767753423e-10
610,2.1194100782924188e-10
611,2.1213701540998992e-10
612,2.1233021247446265e-10
613,2.1252058103702067e-10
614,2.1270810307183048e-10
615,2.128927605129831e-10
616,2.1307453525463567e-10
617,2.1325340915112857e-10
618,2.1342936401712946e-10
619,2.136023816277561e-10
620,2.137724437187156e-10
621,2.1393953198643825e-10
622,2.1410362808821653e-10
623,2.1426471364234446e-10
624,2.1442277022825121e-10
625,2.1457777938665362e-10
626,2.1472972261968957e-10
627,2.148785813910621e-10
628,2.1502433712619551e-10
629,2.151669712123677e-10
630,2.1530646499887392e-10
631,2.1544279979716267e-10
632,2.1557595688099702e-10
633,2.1570591748660563e-10
634,2.1583266281283153e-10
635,2.1595617402129706e-10
636,2.160764322365523e-10
637,2.1619341854624107e-10
638,2.1630711400125287e-10
639,2.1641749961589562e-10
640,2.1652455636805108e-10
641,2.1662826519933844e-10
642,2.1672860701528802e-10
643,2.1682556268550075e-10
644,2.1691911304382275e-10
645,2.1700923888851256e-10
646,2.170959209824178e-10
647,2.1717914005314487e-10
648,2.1725887679323543e-10
649,2.1733511186034257e-10
650,2.1740782587740884e-10
651,2.1747699943285052e-10
652,2.1754261308073082e-10
653,2.1760464734095026e-10
654,2.1766308269943005e-10
655,2.1771789960828986e-10
656,2.1776907848604793e-10
657,2.178165997177981e-10
658,2.1786044365541332e-10
659,2.179005906177236e-10
660,2.1793702089072218e-10
661,2.1796971472775283e-10
662,2.1799865234970999e-10
663,2.1802381394523788e-10
664,2.1804517967092757e-10
665,2.1806272965152624e-10
666,2.1807644398012456e-10
667,2.1808630271838146e-10
668,2.1809228589671922e-10
669,2.180943735145279e-10
670,2.1809254554038746e-10
671,2.1808678191226786e-10
672,2.1807706253774653e-10
673,2.1806336729422533e-10
674,2.1804567602913992e-10
675,2.1802396856018527e-10
676,2.1799822467552918e-10
677,2.179684241340394e-10
678,2.1793454666549463e-10
679,2.178965719708247e-10
680,2.178544797223265e-10
681,2.1780824956389015e-10
682,2.1775786111124016e-10
683,2.177032939521474e-10
684,2.17644527646682e-10
685,2.1758154172743154e-10
686,2.1751431569975002e-10
687,2.174428290419854e-10
688,2.1736706120572426e-10
689,2.1728699161602886e-10
690,2.1720259967168497e-10
691,2.1711386474544405e-10
692,2.1702076618426739e-10
693,2.1692328330957656e-10
694,2.168213954175048e-10
695,2.1671508177913825e-10
696,2.1660432164078256e-10
697,2.164890942242073e-10
698,2.16369378726911e-10
699,2.1624515432236863e-10
700,2.16116400160299e-10
701,2.1598309536692747e-10
702,2.158452190452416e-10
703,2.1570275027526558e-10
704,2.1555566811431823e-10
705,2.1540395159728969e-10
706,2.152475797369005e-10
707,2.1508653152398834e-10
708,2.149207859277719e-10
709,2.1475032189612499e-10
710,2.1457511835586422e-10
711,2.1439515421301616e-10
712,2.1421040835310413e-10
713,2.1402085964143006e-10
714,2.1382648692336132e-10
715,2.136272690246137e-10
716,2.1342318475153792e-10
717,2.132142128914137e-10
718,2.1300033221273715e-10
719,2.1278152146551996e-10
720,2.1255775938157616e-10
721,2.1232902467482678e-10
722,2.1209529604159772e-10
723,2.118565521609102e-10
724,2.116127716947981e-10
725,2.1136393328860197e-10
726,2.111100155712801e-10
727,2.1085099715571013e-10
728,2.1058685663900955e-10
729,2.1031757260283475e-10
730,2.1004312361369986e-10
731,2.0976348822329733e-10
732,2.0947864496880492e-10
733,2.091885723732118e-10
734,2.0889324894563673e-10
735,2.0859265318164615e-10
736,2.0828676356358965e-10
737,2.0797555856091404e-10
738,2.0765901663050127e-10
739,2.0733711621699136e-10
740,2.0700983575311582e-10
741,2.0667715366003322e-10
742,2.0633904834766572e-10
743,2.0599549821503386e-10
744,2.0564648165059354e-10
745,2.0529197703258654e-10
746,2.049319627293671e-10
747,2.0456641709976568e-10
748,2.0419531849342637e-10
749,2.0381864525115136e-10
750,2.0343637570526086e-10
751,2.0304848817994083e-10
752,2.0265496099159415e-10
753,2.0225577244920263e-10
754,2.018509008546842e-10
755,2.0144032450325248e-10
756,2.010240216837773e-10
757,2.0060197067914576e-10
758,2.0017414976663647e-10
759,1.9974053721828192e-10
760,1.993011113012377e-10
761,1.988558502781559e-10
762,1.9840473240756163e-10
763,1.979477359442152e-10
764,1.9748483913950963e-10
765,1.970160202418339e-10
766,1.9654125749696207e-10
767,1.9606052914843279e-10
768,1.9557381343793806e-10
769,1.9508108860570543e-10
770,1.9458233289089042e-10
771,1.9407752453197012e-10
772,1.9356664176712686e-10
773,1.9304966283465734e-10
774,1.925265659733497e-10
775,1.9199732942290385e-10
776,1.9146193142431857e-10
777,1.9092035022029694e-10
778,1.9037256405565418e-10
779,1.8981855117772047e-10
780,1.8925828983674868e-10
781,1.8869175828632972e-10
782,1.8811893478380392e-10
783,1.8753979759067288e-10
784,1.869543249730168e-10
785,1.86362495201917e-10
786,1.8576428655386493e-10
787,1.851596773112013e-10
788,1.8454864576252615e-10
789,1.8393117020313363e-10
790,1.8330722893544068e-10
791,1.8267680026940463e-10
792,1.8203986252297446e-10
793,1.8139639402251228e-10
794,1.8074637310323492e-10
795,1.800897781096494e-10
796,1.794265873959979e-10
797,1.78756779326691e-10
798,1.7808033227676262e-10
799,1.7739722463231129e-10
800,1.767074347909472e-10
801,1.7601094116224798e-10
802,1.753077221682045e-10
803,1.745977562436758e-10
804,1.73881021836854e-10
805,1.7315749740971201e-10
806,1.72427161438472e-10
807,1.7168999241406363e-10
808,1.709459688425854e-10
809,1.7019506924577886e-10
810,1.6943727216149418e-10
811,1.6867255614415905e-10
812,1.6790089976524977e-10
813,1.6712228161377422e-10
814,1.663366802967311e-10
815,1.6554407443961105e-10
816,1.6474444268685995e-10
817,1.6393776370237006e-10
818,1.6312401616996353e-10
819,1.6230317879387595e-10
820,1.6147523029924504e-10
821,1.6064014943260626e-10
822,1.5979791496238318e-10
823,1.5894850567938266e-10
824,1.580919003972889e-10
825,1.5722807795316912e-10
826,1.5635701720796075e-10
827,1.5547869704699307e-10
828,1.5459309638047905e-10
829,1.5370019414402697e-10
830,1.527999692991527e-10
831,1.5189240083377603e-10
832,1.5097746776275647e-10
833,1.5005514912839095e-10
834,1.491254240009407e-10
835,1.481882714791423e-10
836,1.4724367069074065e-10
837,1.4629160079299589e-10
838,1.453320409732248e-10
839,1.4436497044932207e-10
840,1.4339036847028665e-10
841,1.4240821431675924e-10
842,1.4141848730155298e-10
843,1.404211667701828e-10
844,1.3941623210141717e-10
845,1.3840366270780676e-10
846,1.3738343803623103e-10
847,1.3635553756844116e-10
848,1.3531994082159952e-10
849,1.3427662734883933e-10
850,1.3322557673980787e-10
851,1.3216676862122033e-10
852,1.3110018265740917e-10
853,1.3002579855089167e-10
854,1.289435960429073e-10
855,1.2785355491400273e-10
856,1.26755654984578e-10
857,1.256498761154556e-10
858,1.245361982084477e-10
859,1.2341460120692257e-10
860,1.2228506509637038e-10
861,1.211475699049873e-10
862,1.2000209570424182e-10
863,1.1884862260945194e-10
864,1.1768713078036836e-10
865,1.1651760042174278e-10
866,1.153400117839265e-10
867,1.1415434516344752e-10
868,1.1296058090359374e-10
869,1.1175869939500913e-10
870,1.105486810762811e-10
871,1.0933050643452544e-10
872,1.0810415600599788e-10
873,1.0686961037667695e-10
874,1.0562685018287011e-10
875,1.0437585611180989e-10
876,1.0311660890226477e-10
877,1.018490893451269e-10
878,1.0057327828404098e-10
879,9.928915661600157e-11
880,9.799670529196291e-11
881,9.669590531746037e-11
882,9.538673775320761e-11
883,9.406918371573899e-11
884,9.274322437800931e-11
885,9.140884097002324e-11
886,9.006601477945593e-11
887,8.871472715228185e-11
888,8.735495949338967e-11
889,8.598669326722889e-11
890,8.460990999843227e-11
891,8.322459127244669e-11
892,8.183071873617281e-11
893,8.042827409860428e-11
894,7.90172391314519e-11
895,7.759759566980731e-11
896,7.616932561277116e-11
897,7.473241092410246e-11
898,7.328683363286948e-11
899,7.183257583408321e-11
900,7.03696196893722e-11
901,6.889794742761868e-11
902,6.741754134562025e-11
903,6.592838380874417e-11
904,6.443045725159148e-11
905,6.292374417864477e-11
906,6.140822716494943e-11
907,5.988388885676795e-11
908,5.835071197224741e-11
909,5.6808679302091144e-11
910,5.5257773710230546e-11
911,5.369797813448578e-11
912,5.212927558726106e-11
913,5.0551649156206116e-11
914,4.896508200490119e-11
915,4.736955737353438e-11
916,4.576505857959069e-11
917,4.415156901851969e-11
918,4.2529072164445646e-11
919,4.089755157084072e-11
920,3.925699087121823e-11
921,3.7607373779829804e-11
922,3.594868409234331e-11
923,3.4280905686563226e-11
924,3.260402252311142e-11
925,3.091801864613308e-11
926,2.922287818399691e-11
927,2.7518585350003194e-11
928,2.5805124443074967e-11
929,2.4082479848486845e-11
930,2.2350636038561103e-11
931,2.0609577573381055e-11
932,1.885928910150581e-11
933,1.7099755360688366e-11
934,1.5330961178577178e-11
935,1.3552891473458745e-11
936,1.1765531254962306e-11
937,9.968865624786779e-12
938,8.16287977742885e-12
939,6.347559000893986e-12
940,4.522888677447821e-12
941,2.688854284330624e-12
942,8.454413944932547e-13
943,-1.0073643226692402e-12
944,-2.869577100578008e-12
945,-4.741211074748818e-12
946,-6.622280282029113e-12
947,-8.512798659872725e-12
948,-1.0412780045592998e-11
949,-1.2322238175618227e-11
950,-1.4241186684740811e-11
951,-1.6169639105385417e-11
952,-1.8107608866834415e-11
953,-2.0055109294492267e-11
954,-2.2012153609127637e-11
955,-2.3978754926113807e-11
956,-2.5954926254687907e-11
957,-2.7940680497167156e-11
958,-2.993603044820474e-11
959,-3.1940988794022267e-11
960,-3.3955568111646796e-11
961,-3.5979780868139815e-11
962,-3.801363941984507e-11
963,-4.005715601159628e-11
964,-4.211034277596032e-11
965,-4.417321173246137e-11
966,-4.6245774786805286e-11
967,-4.8328043730099456e-11
968,-5.0420030238091496e-11
969,-5.2521745870363036e-11
970,-5.4633202069566765e-11
971,-5.675441016063693e-11
972,-5.888538135000119e-11
973,-6.102612672481175e-11
974,-6.31766572521289e-11
975,-6.533698377815107e-11
976,-6.750711702741605e-11
977,-6.968706760201037e-11
978,-7.187684598076719e-11
979,-7.40764625184892e-11
980,-7.628592744512421e-11
981,-7.850525086497997e-11
982,-8.073444275592175e-11
983,-8.29735129685668e-11
984,-8.522247122547693e-11
985,-8.748132712036708e-11
986,-8.975009011727404e-11
987,-9.202876954976343e-11
988,-9.431737462011248e-11
989,-9.661591439849526e-11
990,-9.892439782218429e-11
991,-1.0124283369471002e-10
992,-1.0357123068505786e-10
993,-1.0590959732684943e-10
994,-1.082579420175193e-10
995,-1.1061627301748608e-10
996,-1.1298459844935293e-10
997,-1.1536292629704945e-10
998,-1.1775126440502856e-10
999,-1.2014962047742749e-10
1000,-1.2255800207724506e-10
1001,-1.2497641662550229e-10
1002,-1.2740487140042663e-10
1003,-1.298433735365956e-10
1004,-1.322919300241143e-10
1005,-1.347505477077777e-10
1006,-1.3721923328622942e-10
1007,-1.3969799331112077e-10
1008,-1.4218683418628541e-10
1009,-1.4468576216686732e-10
1010,-1.47194783358502e-10
1011,-1.4971390371645737e-10
1012,-1.522431290447905e-10
1013,-1.5478246499551113e-10
1014,-1.5733191706771e-10
1015,-1.598914906067236e-10
1016,-1.624611908032745e-10
1017,-1.6504102269262582e-10
1018,-1.6763099115371123e-10
1019,-1.7023110090830643e-10
1020,-1.7284135652013546e-10
1021,-1.7546176239403928e-10
1022,-1.7809232277510283e-10
